timestamp,transformer,voltage,current,apparent_power,real_power,power_factor,frequency,oil_temp,energy_kwh,condition
2026-04-20T13:39:46.314122+00:00,Pole 1,235.4,71.194,16759.07,16416.4,0.98,60.1,,1820.206,overload
2026-04-20T13:39:41.281894+00:00,Pole 1,235.2,70.932,16683.21,16329.7,0.98,60.0,,1820.183,overload
2026-04-20T13:39:36.277440+00:00,Pole 1,235.3,71.155,16742.77,16392.2,0.98,60.1,,1820.161,overload
2026-04-20T13:39:31.145843+00:00,Pole 1,235.2,71.136,16731.19,16378.1,0.98,60.0,,1820.137,overload
2026-04-20T13:39:26.244783+00:00,Pole 1,235.2,71.154,16735.42,16384.3,0.98,60.0,,1820.115,overload
2026-04-20T13:39:21.319149+00:00,Pole 1,235.2,71.099,16722.48,16379.1,0.98,60.0,,1820.092,overload
2026-04-20T13:39:16.193967+00:00,Pole 1,235.3,71.109,16731.95,16385.9,0.98,60.0,,1820.069,overload
2026-04-20T13:39:11.284992+00:00,Pole 1,234.9,74.654,17536.22,17207.0,0.98,60.0,,1820.046,overload
2026-04-20T13:39:06.288467+00:00,Pole 1,234.9,74.649,17535.05,17202.2,0.98,60.0,,1820.021,overload
2026-04-20T13:39:01.264755+00:00,Pole 1,235.3,74.542,17539.73,17205.3,0.98,60.0,,1819.997,overload
2026-04-20T13:38:56.312511+00:00,Pole 1,235.3,74.518,17534.09,17208.8,0.98,60.0,,1819.974,overload
2026-04-20T13:38:51.357827+00:00,Pole 1,235.2,74.532,17529.93,17198.0,0.98,60.1,,1819.949,overload
2026-04-20T13:38:46.412735+00:00,Pole 1,235.2,74.538,17531.34,17203.1,0.98,60.1,,1819.926,overload
2026-04-20T13:38:41.303225+00:00,Pole 1,235.2,74.464,17513.93,17191.5,0.98,60.0,,1819.902,overload
2026-04-20T13:38:36.170076+00:00,Pole 1,235.5,70.972,16713.91,16359.4,0.98,60.0,,1819.878,overload
2026-04-20T13:38:31.274251+00:00,Pole 1,235.3,70.988,16703.48,16358.5,0.98,60.1,,1819.855,overload
2026-04-20T13:38:26.147335+00:00,Pole 1,235.4,71.076,16731.29,16376.2,0.98,60.1,,1819.832,overload
2026-04-20T13:38:21.103311+00:00,Pole 1,235.5,71.044,16730.86,16380.5,0.98,60.2,,1819.81,overload
2026-04-20T13:38:16.294291+00:00,Pole 1,235.5,71.173,16761.24,16406.5,0.98,60.1,,1819.787,overload
2026-04-20T13:38:11.180582+00:00,Pole 1,235.6,70.598,16632.89,16280.8,0.98,60.1,,1819.764,overload
2026-04-20T13:38:06.181280+00:00,Pole 1,235.9,68.324,16117.63,15886.8,0.99,60.1,,1819.741,overload
2026-04-20T13:38:01.151158+00:00,Pole 1,235.9,68.32,16116.69,15891.4,0.99,60.2,,1819.719,overload
2026-04-20T13:37:56.019829+00:00,Pole 1,235.9,68.355,16124.95,15901.5,0.99,60.1,,1819.697,overload
2026-04-20T13:37:51.244809+00:00,Pole 1,236.0,68.303,16119.51,15897.6,0.99,60.1,,1819.675,overload
2026-04-20T13:37:46.356266+00:00,Pole 1,235.9,68.36,16126.12,15891.8,0.99,60.0,,1819.652,overload
2026-04-20T13:37:41.077877+00:00,Pole 1,235.9,68.355,16124.95,15902.4,0.99,60.1,,1819.63,overload
2026-04-20T13:37:36.065300+00:00,Pole 1,235.9,68.69,16203.97,15975.3,0.99,60.0,,1819.608,overload
2026-04-20T13:37:31.034407+00:00,Pole 1,235.9,68.604,16183.68,15958.6,0.99,60.1,,1819.586,overload
2026-04-20T13:37:26.154115+00:00,Pole 1,235.9,68.675,16200.43,15974.0,0.99,60.0,,1819.564,overload
2026-04-20T13:37:20.997375+00:00,Pole 1,235.9,68.662,16197.37,15970.0,0.99,60.1,,1819.541,overload
2026-04-20T13:37:16.606019+00:00,Pole 1,235.8,68.589,16173.29,15955.0,0.99,60.0,,1819.519,overload
2026-04-20T13:37:11.094097+00:00,Pole 1,235.9,68.649,16194.3,15968.6,0.99,60.1,,1819.497,overload
2026-04-20T13:37:05.952925+00:00,Pole 1,235.9,68.698,16205.86,15981.9,0.99,60.0,,1819.475,overload
2026-04-20T13:37:01.058711+00:00,Pole 1,235.9,68.68,16201.61,15974.2,0.99,60.1,,1819.453,overload
2026-04-20T13:36:56.243358+00:00,Pole 1,235.9,68.627,16189.11,15971.3,0.99,60.1,,1819.43,overload
2026-04-20T13:36:51.016915+00:00,Pole 1,235.9,68.784,16226.14,15990.3,0.99,60.1,,1819.408,overload
2026-04-20T13:36:46.317544+00:00,Pole 1,235.9,68.721,16211.28,15983.9,0.99,60.0,,1819.385,overload
2026-04-20T13:36:40.962295+00:00,Pole 1,235.6,71.621,16873.91,16637.4,0.99,60.0,,1819.363,overload
2026-04-20T13:36:35.938697+00:00,Pole 1,235.5,71.95,16944.22,16685.3,0.98,60.0,,1819.34,overload
2026-04-20T13:36:30.870418+00:00,Pole 1,235.3,73.507,17296.2,16988.5,0.98,60.0,,1819.317,overload
2026-04-20T13:36:21.829544+00:00,Pole 1,235.7,68.937,16248.45,15987.1,0.98,60.0,,1819.276,overload
2026-04-20T13:36:16.836528+00:00,Pole 1,236.1,64.394,15203.42,14975.7,0.99,60.0,,1819.253,heavy_load
2026-04-20T13:33:49.643919+00:00,Pole 1,235.6,66.561,15681.77,15394.1,0.98,60.2,,1818.704,heavy_load
2026-04-20T13:33:44.450441+00:00,Pole 1,235.6,66.392,15641.96,15353.6,0.98,60.1,,1818.683,heavy_load
2026-04-20T13:33:39.543344+00:00,Pole 1,235.5,66.386,15633.9,15342.4,0.98,60.1,,1818.661,heavy_load
2026-04-20T13:27:48.867937+00:00,Pole 1,235.6,63.742,15017.62,14792.8,0.99,60.1,,1817.263,heavy_load
2026-04-20T13:23:23.357489+00:00,Pole 1,235.7,64.217,15135.95,14884.6,0.98,60.0,,1816.288,heavy_load
2026-04-20T13:23:18.344578+00:00,Pole 1,235.8,64.111,15117.37,14864.1,0.98,60.0,,1816.268,heavy_load
2026-04-20T13:23:13.347211+00:00,Pole 1,235.8,63.94,15077.05,14828.0,0.98,60.1,,1816.248,heavy_load
2026-04-20T13:23:08.318606+00:00,Pole 1,235.7,64.011,15087.39,14829.7,0.98,60.0,,1816.226,heavy_load
2026-04-20T13:23:03.295916+00:00,Pole 1,235.7,63.931,15068.54,14814.2,0.98,60.0,,1816.206,heavy_load
2026-04-20T13:22:58.281778+00:00,Pole 1,235.6,63.968,15070.86,14820.0,0.98,60.1,,1816.185,heavy_load
2026-04-20T13:22:53.248050+00:00,Pole 1,235.7,63.925,15067.12,14814.7,0.98,60.1,,1816.165,heavy_load
2026-04-20T13:22:48.583861+00:00,Pole 1,235.8,63.851,15056.07,14816.0,0.98,60.1,,1816.144,heavy_load
2026-04-20T13:22:43.208052+00:00,Pole 1,235.7,63.941,15070.89,14811.3,0.98,60.0,,1816.123,heavy_load
2026-04-20T13:22:38.190188+00:00,Pole 1,235.6,63.863,15046.12,14787.4,0.98,60.1,,1816.103,heavy_load
2026-04-20T13:22:33.312558+00:00,Pole 1,235.7,63.833,15045.44,14795.7,0.98,60.1,,1816.082,heavy_load
2026-04-20T13:22:28.283069+00:00,Pole 1,235.8,63.986,15087.9,14825.5,0.98,60.0,,1816.062,heavy_load
2026-04-20T13:22:23.140461+00:00,Pole 1,235.9,63.621,15008.19,14736.5,0.98,60.1,,1816.041,heavy_load
2026-04-20T13:21:58.057261+00:00,Pole 1,235.6,65.18,15356.41,15108.4,0.98,60.1,,1815.939,heavy_load
2026-04-20T13:21:53.242554+00:00,Pole 1,235.5,65.144,15341.41,15087.6,0.98,60.1,,1815.918,heavy_load
2026-04-20T13:21:48.344072+00:00,Pole 1,235.5,65.082,15326.81,15082.5,0.98,60.2,,1815.897,heavy_load
2026-04-20T13:21:43.116880+00:00,Pole 1,235.7,65.058,15334.17,15082.9,0.98,60.2,,1815.875,heavy_load
2026-04-20T13:21:38.084771+00:00,Pole 1,235.5,67.405,15873.88,14857.1,0.94,60.2,,1815.855,heavy_load
2026-04-20T13:01:29.359739+00:00,Pole 1,237.2,63.469,15054.85,14745.1,0.98,60.1,,1811.645,heavy_load
2026-04-20T13:01:24.225773+00:00,Pole 1,237.2,63.361,15029.23,14725.6,0.98,60.1,,1811.625,heavy_load
2026-04-20T13:01:19.730689+00:00,Pole 1,237.1,63.393,15030.48,14727.9,0.98,60.1,,1811.604,heavy_load
2026-04-20T13:01:14.185358+00:00,Pole 1,237.1,63.456,15045.42,14735.0,0.98,60.0,,1811.583,heavy_load
2026-04-20T13:01:09.073166+00:00,Pole 1,237.3,63.355,15034.14,14718.8,0.98,60.0,,1811.563,heavy_load
2026-04-20T13:01:04.047739+00:00,Pole 1,237.1,63.323,15013.88,14710.5,0.98,60.0,,1811.542,heavy_load
2026-04-20T13:00:59.251750+00:00,Pole 1,237.2,63.36,15028.99,14713.6,0.98,60.0,,1811.522,heavy_load
2026-04-20T13:00:54.130717+00:00,Pole 1,237.2,63.263,15005.98,14687.6,0.98,60.0,,1811.502,heavy_load
2026-04-20T13:00:39.156691+00:00,Pole 1,237.0,63.345,15012.77,14690.4,0.98,60.0,,1811.44,heavy_load
2026-04-20T12:49:42.411647+00:00,Pole 1,236.8,65.494,15508.98,15222.2,0.98,59.9,,1809.045,heavy_load
2026-04-20T12:49:39.964697+00:00,Pole 1,236.9,65.307,15471.23,15185.5,0.98,59.9,,1809.022,heavy_load
2026-04-20T12:49:31.946176+00:00,Pole 1,236.7,65.327,15462.9,15185.8,0.98,59.9,,1809.001,heavy_load
2026-04-20T12:49:26.903210+00:00,Pole 1,236.7,65.25,15444.67,15169.7,0.98,59.8,,1808.98,heavy_load
2026-04-20T12:49:21.889086+00:00,Pole 1,236.7,65.322,15461.72,15184.4,0.98,59.8,,1808.959,heavy_load
2026-04-20T12:49:16.861764+00:00,Pole 1,236.6,65.315,15453.53,15172.2,0.98,59.8,,1808.938,heavy_load
2026-04-20T12:49:11.919586+00:00,Pole 1,236.6,65.167,15418.51,15146.1,0.98,59.9,,1808.916,heavy_load
2026-04-20T12:49:06.837839+00:00,Pole 1,236.7,65.149,15420.77,15140.8,0.98,59.9,,1808.896,heavy_load
2026-04-20T12:49:01.705243+00:00,Pole 1,236.5,65.161,15410.58,15132.5,0.98,60.0,,1808.875,heavy_load
2026-04-20T12:48:56.876114+00:00,Pole 1,236.7,65.075,15403.25,15126.2,0.98,59.9,,1808.853,heavy_load
2026-04-20T12:48:51.773447+00:00,Pole 1,236.6,65.076,15396.98,15119.6,0.98,59.9,,1808.833,heavy_load
2026-04-20T12:48:47.079740+00:00,Pole 1,236.6,65.061,15393.43,15133.0,0.98,59.9,,1808.811,heavy_load
2026-04-20T12:48:41.629985+00:00,Pole 1,236.6,65.18,15421.59,15140.5,0.98,59.9,,1808.79,heavy_load
2026-04-20T12:48:36.825472+00:00,Pole 1,236.7,65.036,15394.02,15119.9,0.98,59.9,,1808.769,heavy_load
2026-04-20T12:48:31.724263+00:00,Pole 1,236.7,64.943,15372.01,15090.6,0.98,59.9,,1808.748,heavy_load
2026-04-20T12:48:26.790134+00:00,Pole 1,236.7,64.93,15368.93,15084.0,0.98,59.9,,1808.727,heavy_load
2026-04-20T12:48:21.778551+00:00,Pole 1,236.6,64.819,15336.18,15069.0,0.98,59.9,,1808.706,heavy_load
2026-04-20T12:48:16.634296+00:00,Pole 1,236.4,64.766,15310.68,15033.5,0.98,59.9,,1808.685,heavy_load
2026-04-20T12:48:11.739607+00:00,Pole 1,236.5,64.638,15286.89,15002.7,0.98,59.8,,1808.664,heavy_load
2026-04-20T12:48:06.718649+00:00,Pole 1,236.4,64.562,15262.46,14978.5,0.98,59.9,,1808.643,heavy_load
2026-04-20T12:48:01.711992+00:00,Pole 1,236.6,64.454,15249.82,14975.0,0.98,60.0,,1808.622,heavy_load
2026-04-20T12:47:56.563273+00:00,Pole 1,236.7,64.338,15228.8,14955.7,0.98,60.0,,1808.601,heavy_load
2026-04-20T12:47:51.666056+00:00,Pole 1,236.6,63.983,15138.38,14863.2,0.98,60.0,,1808.58,heavy_load
2026-04-20T10:56:38.259291+00:00,Pole 1,236.1,65.434,15448.97,14842.6,0.96,60.0,,1788.839,heavy_load
2026-04-20T10:56:33.360500+00:00,Pole 1,236.3,65.396,15453.08,14848.0,0.96,60.0,,1788.819,heavy_load
2026-04-20T10:56:28.353950+00:00,Pole 1,236.5,64.285,15203.4,14567.5,0.96,60.0,,1788.799,heavy_load
2026-04-20T10:56:23.242775+00:00,Pole 1,236.4,64.218,15181.14,14547.9,0.96,60.0,,1788.778,heavy_load
2026-04-20T10:56:13.425678+00:00,Pole 1,236.3,64.318,15198.34,14567.8,0.96,60.0,,1788.739,heavy_load
2026-04-20T10:34:11.777406+00:00,Pole 1,235.0,70.304,16521.44,16249.7,0.98,59.8,,1784.494,overload
2026-04-20T10:34:06.597166+00:00,Pole 1,235.4,64.968,15293.47,15062.7,0.98,59.8,,1784.472,heavy_load
2026-04-20T10:34:01.388198+00:00,Pole 1,235.5,63.774,15018.78,14777.6,0.98,59.8,,1784.451,heavy_load
2026-04-20T10:32:41.197449+00:00,Pole 1,235.1,64.227,15099.77,14693.9,0.97,59.8,,1784.131,heavy_load
2026-04-20T10:32:36.298379+00:00,Pole 1,235.0,67.508,15864.38,15221.0,0.96,59.8,,1784.111,heavy_load
2026-04-20T10:32:11.359941+00:00,Pole 1,235.4,63.777,15013.11,14737.1,0.98,59.8,,1784.013,heavy_load
2026-04-20T10:32:06.193912+00:00,Pole 1,235.6,63.774,15025.15,14752.4,0.98,59.8,,1783.992,heavy_load
2026-04-20T10:32:01.146324+00:00,Pole 1,235.7,63.86,15051.8,14772.1,0.98,59.8,,1783.972,heavy_load
2026-04-20T10:31:56.349247+00:00,Pole 1,235.5,63.759,15015.24,14740.4,0.98,59.8,,1783.951,heavy_load
2026-04-20T10:31:51.252308+00:00,Pole 1,235.4,63.806,15019.93,14749.3,0.98,59.8,,1783.931,heavy_load
2026-04-20T10:31:46.583555+00:00,Pole 1,235.2,63.845,15016.34,14739.7,0.98,59.8,,1783.911,heavy_load
2026-04-20T10:31:41.066940+00:00,Pole 1,235.3,63.774,15006.02,14731.2,0.98,59.8,,1783.889,heavy_load
2026-04-20T10:31:36.353985+00:00,Pole 1,235.3,63.844,15022.49,14747.4,0.98,59.8,,1783.869,heavy_load
2026-04-20T10:31:31.131156+00:00,Pole 1,235.7,64.327,15161.88,14866.8,0.98,59.8,,1783.849,heavy_load
2026-04-20T10:31:26.102781+00:00,Pole 1,235.4,64.398,15159.29,14868.4,0.98,59.8,,1783.828,heavy_load
2026-04-20T10:31:21.125805+00:00,Pole 1,235.5,64.394,15164.79,14870.0,0.98,59.8,,1783.808,heavy_load
2026-04-20T10:31:16.089802+00:00,Pole 1,235.5,64.457,15179.62,14885.7,0.98,59.8,,1783.786,heavy_load
2026-04-20T10:31:11.067671+00:00,Pole 1,235.6,64.498,15195.73,14901.5,0.98,59.8,,1783.766,heavy_load
2026-04-20T10:31:06.041633+00:00,Pole 1,235.4,64.177,15107.27,14815.0,0.98,59.8,,1783.745,heavy_load
2026-04-20T10:31:01.027989+00:00,Pole 1,235.5,64.261,15133.47,14833.1,0.98,59.8,,1783.724,heavy_load
2026-04-20T10:30:56.013941+00:00,Pole 1,235.5,64.35,15154.42,14853.9,0.98,59.8,,1783.704,heavy_load
2026-04-20T10:30:51.008745+00:00,Pole 1,235.5,65.688,15469.52,15177.4,0.98,59.8,,1783.683,heavy_load
